Airline,Source,Destination,Total_Stops,Additional_Info,Dep_month,Dep_day,Dep_hours,Dep_minutes,Duration_hours,Duration_minutes,Arv_month,Arv_day,Arv_hours,Arv_minutes,Distance_in_km
-0.27769795087829585,0.019099445701719717,0.019099445701719717,0.26992754106221556,-0.3573724187295826,0.2457327468422914,0.8819284252606081,1.3129282031970428,-0.2322144157155977,1.395200550271455,0.10290711282330728,0.2457327468422914,0.9516205564561481,0.681902465172344,1.5336149622018949,1.6805995368167805
-0.694879559572923,0.019099445701719717,0.019099445701719717,0.26992754106221556,-0.3573724187295826,-1.4761092554269808,1.2377282927743107,-1.1221596396032583,0.5654295005204131,-0.3754268931536003,1.283627192145444,-1.4761092554269808,1.18866573063169,0.0983852967175279,0.01616013913390129,-0.6486870809367948
0.9738468752055855,-0.8875936849715801,-0.8875936849715801,0.26992754106221556,-0.3573724187295826,-1.4761092554269808,-0.8970709123079046,1.6607978950256572,1.3630734167564238,0.09674042509308114,0.39808713265384144,-1.4761092554269808,-0.8262182498604153,-0.48513187173728817,0.01616013913390129,-0.14511536181234969
0.9738468752055855,0.9257925763750195,0.9257925763750195,1.7580119529181077,1.8765319836437053,1.1066537479769276,1.5935281602880134,1.8347327409399645,-1.0298583319516084,1.041075061586444,1.5788072119759782,1.1066537479769276,1.6627560789827733,0.827781757286048,-1.5012946839340922,0.3247963455260265
-1.11206116826755,0.019099445701719717,0.019099445701719717,-1.2181568707936765,-0.3573724187295826,0.2457327468422914,1.5935281602880134,1.6607978950256572,-0.49809572112760125,-0.9656360409619521,0.39808713265384144,0.2457327468422914,1.6627560789827733,-1.9439247928743284,1.5336149622018949,-0.8743178518943628
-1.11206116826755,0.9257925763750195,0.9257925763750195,0.26992754106221556,-0.3573724187295826,-1.4761092554269808,-0.8970709123079046,-0.9482247936889511,0.29954819510840947,-0.611510552276941,1.283627192145444,-1.4761092554269808,-0.9447408369481862,-0.047493995396176124,-0.2873308254796974,0.21681171519849768
-0.694879559572923,-0.8875936849715801,-0.8875936849715801,-1.2181568707936765,-0.3573724187295826,0.2457327468422914,0.5261285577469056,-0.25248541003172215,0.8313108059324166,-0.9656360409619521,1.283627192145444,0.2457327468422914,0.4775302081050645,0.0983852967175279,0.3196511037475,-0.584127488879659
-1.9464243856568044,-0.8875936849715801,-0.8875936849715801,-1.2181568707936765,-0.3573724187295826,-1.4761092554269808,1.2377282927743107,-1.2960944855175656,1.0971921113444203,-0.9656360409619521,1.283627192145444,-1.4761092554269808,1.18866573063169,-0.7768904559646962,0.6231420683610988,-0.584127488879659
0.5566652665109584,0.9257925763750195,0.9257925763750195,0.26992754106221556,-0.3573724187295826,1.1066537479769276,-0.8970709123079046,-0.25248541003172215,0.8313108059324166,-0.3754268931536003,0.39808713265384144,1.1066537479769276,-0.9447408369481862,0.827781757286048,-0.5908217900932962,0.21681171519849768
0.9738468752055855,-1.79428681564488,-1.79428681564488,-1.2181568707936765,-0.3573724187295826,-1.4761092554269808,-0.8970709123079046,-0.4264202559460294,-0.2322144157155977,-1.0836778705236225,0.10290711282330728,-1.4761092554269808,-0.9447408369481862,-0.3392525796235842,1.5336149622018949,-2.515515156442503
-1.11206116826755,-0.8875936849715801,-0.8875936849715801,-1.2181568707936765,-0.3573724187295826,-0.6151882542923447,0.8819284252606081,-2.1657687150891016,0.29954819510840947,-0.9656360409619521,1.5788072119759782,-0.6151882542923447,0.8330979693683772,-1.5062869165332162,0.01616013913390129,-0.584127488879659
0.5566652665109584,0.9257925763750195,0.9257925763750195,0.26992754106221556,-0.3573724187295826,0.2457327468422914,0.8819284252606081,-0.9482247936889511,-0.7639770265396049,0.09674042509308114,-1.6681730061598978,0.2457327468422914,0.8330979693683772,0.681902465172344,-0.8943127547068949,0.01628361833048928
